DNI,Nombre Completo,Zona,Prioridad,Hora de Registro
27913428,Natalia Rojas Lopez,General B,1,1140
67203099,Jimena Romero Garcia,Discapacitado,2,1747
41522655,Jose Soto Vargas,General B,1,1012
63121798,Manuel Torres Rodriguez,Staff,3,1418
92373562,Eduardo Soto Martin,VIP,5,1741
38413831,Gabriela Solis Acosta,Discapacitado,2,1422
49379787,Jesus Torres Lopez,Staff,3,1208
44315521,Andrea Herrera Gonzales,VIP,5,1700
89745883,Felipe Diaz Gomez,Discapacitado,2,1828
10585364,Alejandra Solis Castillo,Discapacitado,2,0808
15967834,Gabriel Rodriguez Romero,General A,2,1925
96003910,Sandra Rios Sanchez,Prensa,4,1141
23124870,David Torres Rodriguez,Platino,4,1433
14591492,Esteban Gonzales Vargas,Prensa,4,1041
38608778,Antonio Rodriguez Medina,Discapacitado,2,1253
51685126,Luisa Rodriguez Sanchez,Discapacitado,2,1908
98619984,Ana Flores Gomez,Discapacitado,2,2209
39554708,David Martin Moreno,VIP,5,2100
75314865,Ricardo Rodriguez Medina,General B,1,2254
99003069,Sandra Medina Herrera,Prensa,4,0822
57940485,Valeria Alvarez Solis,Discapacitado,2,1251
11107536,Tomas Navarro Herrera,VIP,5,0914
11630522,Marcela Flores Rodriguez,Platino,4,1249
62511552,Juana Acosta Rodriguez,Prensa,4,1758
99736536,Sandra Gomez Jimenez,VIP,5,0811
28593382,Antonio Castillo Quispe,Staff,3,1933
97834823,Luisa Romero Ruiz,VIP,5,2039
53943490,Javiera Perez Vargas,VIP,5,0932
64709121,David Romero Rodriguez,General B,1,1916
23044063,Laura Acosta Romero,Platino,4,0923
84943333,Fernanda Garcia Medina,Prensa,4,1210
85197670,Catalina Solis Acosta,General B,1,1357
96723165,Andres Torres Martin,VIP,5,2124
33540455,Diego Medina Soto,General B,1,1513
32591900,Jose Mamani Martin,Platino,4,2241
28796197,Oscar Flores Soto,General A,2,1432
26792204,Sandra Jimenez Acosta,Discapacitado,2,1009
46421413,Fabian Lopez Alvarez,Platino,4,1149
47542398,Florencia Martin Martinez,General A,2,1013
55377030,Margarita Martinez Rojas,General A,2,1343
10826388,Carolina Mamani Sanchez,General B,1,2153
50903525,Cristian Lopez Martin,Staff,3,2201
42698939,Jorge Martinez Jimenez,VIP,5,1855
37254291,Margarita Mamani Castillo,Discapacitado,2,1842
23700919,Jorge Acosta Martin,General B,1,1936
28899737,Fabian Sanchez Martin,Staff,3,1229
34574711,Andrea Flores Rios,Staff,3,1336
47466974,Rafael Sanchez Solis,Staff,3,1554
29610471,Roberto Jimenez Navarro,Staff,3,1316
84196015,Sandra Rios Gomez,General B,1,1420
95696143,Patricia Lopez Acosta,General B,1,0904
67379391,Sergio Jimenez Quispe,General A,2,1134
28723879,Carolina Sanchez Solis,Discapacitado,2,1539
37897199,Valeria Diaz Sanchez,VIP,5,1347
61572314,Natalia Perez Herrera,Staff,3,1924
71391227,Alejandro Mamani Castillo,Prensa,4,2221
42811517,Lucia Mamani Ruiz,Staff,3,2252
99101142,Valentina Sanchez Moreno,Staff,3,1857
71519964,Gabriel Garcia Solis,General B,1,1303
13836624,Emilio Torres Martinez,Discapacitado,2,1333
83667495,Sebastian Martin Perez,General B,1,2237
33551641,Mateo Martin Quispe,General A,2,2048
46887911,Marta Moreno Rios,Staff,3,1342
49954020,Claudia Jimenez Moreno,VIP,5,1528
73757801,Julio Garcia Flores,Prensa,4,1159
73328796,Carmen Acosta Navarro,General A,2,2230
94255086,Lucia Ruiz Martin,Discapacitado,2,1857
40745171,Rosa Vargas Solis,VIP,5,1302
28031557,Adriana Castro Sanchez,Prensa,4,2025
51665385,Esteban Fernandez Quispe,Staff,3,2041
88852283,Santiago Rios Fernandez,Discapacitado,2,1958
54413547,Sandra Mamani Quispe,Staff,3,1519
90160858,Javiera Flores Fernandez,General B,1,1213
78362942,Valentina Martinez Gomez,Staff,3,0810
61166409,David Navarro Jimenez,Prensa,4,2228
44356961,Camila Jimenez Solis,VIP,5,1004
40371393,Guillermo Fernandez Garcia,Staff,3,1249
39716187,Florencia Castro Garcia,General A,2,0843
44202692,Rafael Soto Diaz,Platino,4,0930
63076671,Pedro Gomez Torres,Prensa,4,1350
13234062,Victor Castro Lopez,Platino,4,1035
74078851,Clara Castro Moreno,Platino,4,1941
20098733,Jose Soto Rojas,Platino,4,1652
86606152,Valentina Alvarez Rios,Prensa,4,2011
60897566,Roberto Rios Sanchez,Platino,4,1409
65667610,Alicia Rojas Acosta,Staff,3,1743
14979947,Gabriela Gonzales Rodriguez,Staff,3,2038
22420156,Andres Soto Moreno,VIP,5,2156
75764827,Luisa Navarro Martin,General A,2,0826
10842187,Diego Rios Quispe,Platino,4,2218
47449619,Angel Rios Gomez,Discapacitado,2,0848
49490325,Veronica Soto Castillo,Prensa,4,2115
30393375,Rodrigo Fernandez Castro,Platino,4,1620
24838121,Monica Moreno Mamani,Prensa,4,1041
42952422,Gustavo Acosta Mamani,VIP,5,1027
51859884,Claudia Medina Rodriguez,General A,2,2150
43140240,Lucia Jimenez Medina,Platino,4,2136
15763483,Carlos Gonzales Herrera,General A,2,1743
96703499,Estefania Garcia Navarro,Discapacitado,2,0928
28403215,Samuel Soto Alvarez,Discapacitado,2,1032
88073459,Jose Medina Castro,General B,1,2146
96506150,Javier Alvarez Quispe,General B,1,1652
52359329,Sebastian Sanchez Soto,General A,2,0828
24300371,Monica Rojas Rodriguez,General B,1,1251
11422149,Veronica Sanchez Perez,Platino,4,2014
50265587,Josefa Moreno Diaz,General A,2,0924
66002870,Carolina Soto Lopez,General A,2,1649
99004203,Julio Flores Moreno,General A,2,0946
40676648,Sofia Diaz Alvarez,Staff,3,0824
23037447,Angel Jimenez Diaz,Prensa,4,1221
35546212,Ana Gonzales Perez,Prensa,4,2000
30046570,Fernanda Ruiz Rojas,Prensa,4,1027
76348147,Monica Martin Diaz,Staff,3,2154
97990170,Sergio Garcia Perez,Staff,3,1846
95497474,David Navarro Herrera,General B,1,1312
88697830,Florencia Acosta Soto,Staff,3,1613
39484923,Carla Martin Rodriguez,General B,1,1152
61697690,Manuel Perez Gonzales,Platino,4,1727
54033169,Sergio Solis Jimenez,General B,1,2153
95775741,Isabel Garcia Navarro,Platino,4,0909
54341651,Andrea Herrera Alvarez,Staff,3,2002
21192254,Rosa Alvarez Jimenez,Prensa,4,1435
38967150,Gabriela Diaz Quispe,Staff,3,1841
48636253,Felipe Herrera Sanchez,Staff,3,1125
42529123,Roberto Perez Quispe,General B,1,1826
33078418,Tomas Rios Romero,Staff,3,0816
68241496,David Fernandez Rojas,General B,1,1507
94711242,Antonio Navarro Alvarez,VIP,5,0914
55175442,Alejandra Garcia Martin,VIP,5,0927
35570875,Valeria Castillo Lopez,Platino,4,1208
59122065,Javiera Solis Vargas,Platino,4,0932
35836341,Manuela Herrera Acosta,VIP,5,0915
83086997,Mateo Perez Flores,General A,2,1938
41468410,Jesus Navarro Diaz,VIP,5,2122
18858079,Juana Quispe Perez,General B,1,1219
49582051,Nicolas Castillo Flores,VIP,5,1919
30238936,Jorge Castro Flores,Platino,4,0920
41681321,Andres Romero Martinez,Discapacitado,2,0853
64350667,Eduardo Lopez Herrera,VIP,5,1033
75070075,Andres Perez Rios,Staff,3,0906
66908977,Martin Castillo Rojas,General B,1,2017
96559860,Nicolas Flores Acosta,Prensa,4,2248
11808332,Maria Acosta Soto,Platino,4,1428
15921865,Diego Moreno Soto,General B,1,1927
45165334,Gabriel Gomez Torres,Staff,3,1049
28273621,Gabriel Fernandez Vargas,Platino,4,1248
70547207,Carolina Medina Ruiz,Staff,3,1949
40701949,Jesus Lopez Ruiz,Discapacitado,2,2210
12524235,Santiago Soto Moreno,Platino,4,2256
62085810,Ivan Perez Jimenez,Platino,4,1331
89249571,Daniela Acosta Mamani,Staff,3,1035
74634350,Fabiana Mamani Martinez,VIP,5,2227
32289708,Juan Moreno Herrera,General B,1,1700
42831084,Luisa Garcia Perez,General B,1,0810
94424614,Carolina Castro Martinez,Prensa,4,1625
57185257,Nicolas Navarro Flores,Prensa,4,1001
32626284,Carlos Solis Sanchez,Platino,4,1610
97301880,Martin Romero Castillo,VIP,5,1922
93087160,Camila Martin Herrera,Prensa,4,1921
58167264,Tomas Torres Diaz,Platino,4,0903
41636285,Jorge Vargas Rojas,Prensa,4,0800
87637646,Cristina Castillo Quispe,Prensa,4,1234
15237684,Andrea Alvarez Martin,Platino,4,2128
67312391,Manuela Perez Gonzales,Staff,3,1747
70361314,Juan Rodriguez Fernandez,Discapacitado,2,0918
27303629,Alejandro Rojas Diaz,General A,2,1419
27515610,Daniela Navarro Perez,Prensa,4,1156
53873996,Elena Torres Castro,General A,2,1900
98959483,Cecilia Vargas Martinez,Discapacitado,2,2237
38046521,Daniela Navarro Fernandez,General B,1,1656
53507711,Pilar Castro Moreno,VIP,5,0816
37166697,Jose Rodriguez Lopez,VIP,5,0903
43390440,Clara Rodriguez Soto,General A,2,1018
98011554,Clara Ruiz Flores,Prensa,4,2102
21602840,Roberto Acosta Jimenez,Platino,4,2248
98276278,Miguel Rios Moreno,General A,2,1051
97737450,Sandra Perez Fernandez,Platino,4,2143
44435609,Manuel Quispe Rios,General B,1,2027
28229939,Alejandra Torres Alvarez,Prensa,4,1355
71513986,Monica Soto Sanchez,Platino,4,2053
82432664,Diana Ruiz Perez,Discapacitado,2,1957
82197517,Mateo Navarro Torres,VIP,5,2157
44007741,Samuel Diaz Garcia,General B,1,0907
63745229,Patricia Castillo Ruiz,Discapacitado,2,2038
32780655,Paulina Herrera Soto,Platino,4,0924
94570485,Ivan Sanchez Navarro,Platino,4,1140
97511996,Valentina Herrera Mamani,VIP,5,1644
56264567,Florencia Moreno Flores,Platino,4,1548
39162981,Gabriela Lopez Sanchez,Platino,4,1356
82262595,Guillermo Medina Ruiz,Prensa,4,2025
99382727,Mateo Quispe Ruiz,General A,2,1806
38957789,David Perez Rios,Staff,3,2243
34351810,Patricia Rios Flores,Discapacitado,2,2021
12868362,Fabian Perez Romero,Platino,4,1054
17976464,Jose Martin Sanchez,Prensa,4,2154
19338335,Mariana Alvarez Vargas,Staff,3,1915
60163478,Estefania Diaz Moreno,Prensa,4,1420
67816259,Hector Acosta Romero,VIP,5,0829
33807590,Patricia Sanchez Jimenez,Staff,3,1655
39198673,Catalina Mamani Lopez,Prensa,4,2221
98957812,Mario Lopez Ruiz,General B,1,1537
52426108,Sergio Torres Ruiz,General B,1,1610
76910687,Marta Alvarez Navarro,General B,1,0917
39560589,Jimena Medina Vargas,General B,1,2253
14272108,Estefania Solis Castillo,Discapacitado,2,2039
38112178,Diego Mamani Navarro,Discapacitado,2,1145
31492580,Samuel Jimenez Mamani,VIP,5,1150
41022347,Isabel Martinez Rojas,Discapacitado,2,1626
88024394,Manuela Mamani Medina,Prensa,4,2110
23534651,Valentina Alvarez Ruiz,Discapacitado,2,2101
28954937,Carolina Herrera Quispe,General B,1,1214
19163485,Fernando Castillo Perez,VIP,5,1230
16829543,Manuel Gonzales Castro,Prensa,4,2131
30627818,Emilio Jimenez Solis,Prensa,4,1443
56905472,Monica Jimenez Gonzales,Discapacitado,2,1441
67546511,Martin Herrera Rodriguez,General B,1,1332
22731348,Luis Perez Solis,General A,2,0954
46890908,Sergio Vargas Perez,General A,2,1606
92543532,Leonardo Alvarez Soto,General B,1,1135
57937089,Gabriela Navarro Lopez,Staff,3,0812
48954963,Gabriel Soto Ruiz,Platino,4,1518
85755407,Miguel Fernandez Martin,General B,1,2126
81867009,Adriana Flores Mamani,General B,1,2014
54887340,Florencia Moreno Alvarez,General A,2,1851
73562469,Paola Diaz Garcia,General A,2,2240
69376354,Gabriela Martinez Castillo,Discapacitado,2,1724
47767272,Alejandro Mamani Castillo,General A,2,0829
57578667,Fabiana Moreno Castillo,Discapacitado,2,1846
29955641,Carolina Castillo Quispe,VIP,5,1957
37974903,Pedro Solis Garcia,VIP,5,2239
97200289,Maria Vargas Martin,Staff,3,0900
52288302,Carlos Navarro Gonzales,Prensa,4,0925
24781719,Sandra Alvarez Navarro,Staff,3,1956
53704064,Hector Navarro Rojas,General B,1,2133
39360062,Maria Romero Flores,Platino,4,0840
15324324,Andrea Garcia Martinez,VIP,5,1413
74494258,Francisco Diaz Soto,General A,2,1840
19653428,Sandra Solis Rodriguez,Staff,3,0913
53708825,Marta Rios Garcia,Platino,4,2237
20103836,Alejandro Medina Rojas,Discapacitado,2,2226
20624443,Fabian Acosta Perez,Platino,4,1600
63627331,Sandra Acosta Quispe,Staff,3,2121
83482541,Elizabeth Herrera Alvarez,General A,2,1550
31904796,Alejandro Lopez Castro,Platino,4,1718
89081504,Samuel Rios Alvarez,Prensa,4,1412
13133228,Claudia Perez Solis,Discapacitado,2,0810
60959014,Rosa Quispe Perez,Platino,4,1558
90122560,Pilar Castro Solis,Platino,4,1612
24374580,Ivan Sanchez Vargas,Discapacitado,2,2155
79227955,Manuela Romero Flores,Discapacitado,2,2035
12514099,Josefa Soto Acosta,Prensa,4,1941
72360195,Adriana Gomez Martin,Platino,4,2112
46031766,Maria Romero Torres,General B,1,1331
36149787,Nicolas Rios Rojas,General B,1,1910
59508776,Jesus Navarro Perez,VIP,5,0805
91424311,Javier Lopez Solis,Platino,4,1317
39554398,Patricia Jimenez Garcia,Discapacitado,2,0845
18555080,Fernando Solis Romero,Staff,3,2256
96207526,Jose Martinez Torres,Staff,3,0858
99221021,Jorge Medina Lopez,Discapacitado,2,1508
57852866,Hector Solis Acosta,Discapacitado,2,0958
98884320,Claudia Gomez Ruiz,Prensa,4,1828
69901174,Ivan Rios Navarro,General B,1,1432
17448718,Elizabeth Acosta Mamani,Discapacitado,2,2158
56511845,Daniela Martin Flores,Staff,3,0833
37449546,Valentina Romero Mamani,General A,2,1430
38124375,Emilia Quispe Moreno,General B,1,0807
59156161,Sofia Sanchez Jimenez,Platino,4,2239
36686348,Emilio Moreno Lopez,General A,2,2118
74044322,Monica Garcia Diaz,Prensa,4,1531
89331999,Nicolas Moreno Ruiz,General B,1,2108
12107506,Elena Sanchez Mamani,VIP,5,0816
34094193,Jimena Navarro Castillo,General B,1,2154
43674121,Guillermo Vargas Diaz,Discapacitado,2,1338
74073951,Daniela Medina Solis,Discapacitado,2,1912
33176728,Gabriel Romero Rojas,Prensa,4,1533
89915498,Esteban Rojas Jimenez,Platino,4,1213
44544071,Catalina Alvarez Diaz,General B,1,1941
48510860,Alicia Vargas Torres,Prensa,4,1202
24858007,Rodrigo Rodriguez Sanchez,General A,2,0932
62518588,Valentina Quispe Navarro,VIP,5,1242
94002591,Carla Lopez Romero,General B,1,1327
98062399,Angel Soto Sanchez,Platino,4,1620
57361704,Antonio Perez Medina,VIP,5,1730
84845876,Mateo Garcia Jimenez,Prensa,4,1645
60246131,Camila Vargas Navarro,General B,1,2018
40819498,Fabian Lopez Diaz,Platino,4,1239
18844040,Estefania Gomez Lopez,General B,1,1626
12943695,Fabiana Rojas Martin,Platino,4,1059
76861139,Alejandra Gonzales Medina,Prensa,4,1153
41611976,Rodrigo Quispe Herrera,Prensa,4,1729
85452023,Fabian Quispe Sanchez,General A,2,0857
50209172,Javier Romero Vargas,Discapacitado,2,1405
63615673,Eduardo Lopez Jimenez,Discapacitado,2,1917
70367113,Jose Vargas Castro,General B,1,1706
84322189,Juana Castro Torres,General B,1,1933
37286788,Rafael Gonzales Rios,Platino,4,1537
74638109,Florencia Sanchez Mamani,Platino,4,0816
58766998,Mariana Diaz Rios,Discapacitado,2,0903
22075298,Leonardo Castillo Jimenez,VIP,5,1800
55356683,Carolina Rios Romero,VIP,5,1652
45486165,Angel Castillo Gomez,VIP,5,2006
12324849,Javiera Quispe Lopez,Discapacitado,2,1301
28850520,Fernanda Romero Rojas,General B,1,1703
38356105,Florencia Soto Diaz,General B,1,1928
23456399,Cristian Moreno Herrera,Platino,4,1638
33890923,Fabian Fernandez Alvarez,General A,2,1620
75936729,Sofia Navarro Moreno,Staff,3,1554
20529979,Nicolas Garcia Rodriguez,Discapacitado,2,2032
36541993,Laura Ruiz Medina,Platino,4,1055
51361633,Martin Castillo Acosta,Platino,4,2159
93614928,Alejandro Gonzales Acosta,Platino,4,1609
89521752,Martin Gomez Quispe,General A,2,1444
24213549,Josefa Navarro Vargas,Platino,4,1242
71397957,Natalia Castro Martinez,Prensa,4,1713
81280026,Fernando Perez Garcia,General B,1,1547
84722501,Juan Rojas Navarro,VIP,5,2116
34228147,Diana Medina Gonzales,VIP,5,1106
86445075,Laura Moreno Herrera,VIP,5,1832
15685990,Mariana Castillo Soto,General B,1,1518
19380577,Monica Sanchez Castillo,Platino,4,2235
65950626,Emilio Ruiz Jimenez,Prensa,4,1834
72834544,Elizabeth Sanchez Martinez,Platino,4,1108
65047116,Sofia Martinez Rodriguez,Prensa,4,1703
33289838,Oscar Flores Moreno,General B,1,2021
50961830,Roberto Quispe Rios,General B,1,1901
94342531,Diego Rodriguez Diaz,Platino,4,1727
46944197,Claudia Flores Jimenez,VIP,5,0837
46539900,Alejandra Mamani Acosta,Prensa,4,2127
42653689,Carlos Rios Castro,Platino,4,2251
16770901,Tomas Vargas Rodriguez,Staff,3,2058
61727800,Cristian Flores Jimenez,General B,1,1205
60000962,Julio Garcia Alvarez,Staff,3,1451
14396568,Natalia Ruiz Soto,Discapacitado,2,1250
75395983,Isabel Diaz Ruiz,VIP,5,1745
96015372,Javiera Solis Lopez,Discapacitado,2,1015
56337455,Carmen Flores Romero,General A,2,1106
48195480,Pablo Quispe Fernandez,Prensa,4,1030
89502373,Florencia Mamani Fernandez,Discapacitado,2,1342
26402221,Angel Mamani Perez,VIP,5,0914
85086622,Francisco Herrera Vargas,Discapacitado,2,1004
32383528,Claudia Gonzales Rodriguez,VIP,5,1655
38611019,Santiago Perez Lopez,Discapacitado,2,1815
83345204,Fabian Castillo Rodriguez,General B,1,1703
76744549,Fernando Moreno Rojas,General B,1,0930
83144366,Marco Medina Moreno,VIP,5,2249
62811157,Pedro Gonzales Fernandez,General A,2,2014
44693935,Natalia Ruiz Vargas,General A,2,1451
48907839,Sergio Romero Solis,General B,1,2038
92043346,Estefania Sanchez Gomez,Platino,4,1659
53694168,Laura Flores Torres,General A,2,0925
63335332,Martin Soto Vargas,Prensa,4,1615
17545070,Catalina Navarro Jimenez,VIP,5,0804
84532343,Laura Castillo Soto,Platino,4,2057
89117822,Adriana Rios Rodriguez,Staff,3,1855
83485706,Emilia Solis Jimenez,Platino,4,1445
19802599,Alejandra Medina Acosta,Staff,3,1751
38591715,Paulina Moreno Romero,General B,1,0825
22741273,Florencia Solis Vargas,Platino,4,2134
92913065,Guillermo Perez Castro,VIP,5,0953
95563280,Josefa Castillo Martinez,VIP,5,2220
85071107,Rodrigo Vargas Medina,Discapacitado,2,1715
56992103,Cecilia Romero Diaz,Staff,3,1605
61598436,Elena Rodriguez Moreno,Staff,3,1507
69558868,Luis Ruiz Soto,Staff,3,1812
55402086,Rafael Medina Sanchez,General A,2,1620
84115846,Patricia Diaz Gonzales,VIP,5,1804
63558954,Emilia Gonzales Ruiz,Platino,4,1538
99498468,Diego Quispe Herrera,General A,2,0927
13500159,Guillermo Soto Jimenez,Discapacitado,2,1939
59163121,Fabian Lopez Vargas,VIP,5,0901
83123311,Nicolas Martinez Vargas,Discapacitado,2,1041
42855374,Alejandra Rios Martinez,Platino,4,0912
97242446,Sandra Torres Solis,VIP,5,1450
42125136,Cecilia Ruiz Lopez,General B,1,1310
46772055,Mateo Sanchez Acosta,General A,2,1405
48433789,Gabriela Mamani Quispe,Prensa,4,2209
68371075,Alejandra Castro Quispe,Discapacitado,2,2212
24164716,Alicia Garcia Jimenez,Discapacitado,2,1218
65101625,Carmen Moreno Castillo,General B,1,1857
21902819,Catalina Sanchez Gomez,General A,2,1957
79257103,Jorge Rios Romero,Prensa,4,0902
52398960,Sandra Jimenez Sanchez,Discapacitado,2,2037
66356255,Cecilia Vargas Alvarez,General A,2,1856
99164525,Roberto Perez Vargas,Discapacitado,2,1713
50853310,Diana Jimenez Martinez,Platino,4,0948
12739979,Gabriel Ruiz Rios,Prensa,4,1150
54739567,Pedro Perez Martinez,Prensa,4,1622
36955063,Jorge Rodriguez Quispe,Staff,3,1554
63638847,Manuela Flores Quispe,General B,1,2117
81326968,Natalia Acosta Castillo,Staff,3,1552
29004209,Gabriel Romero Navarro,General B,1,0928
51078068,Mario Gomez Soto,Staff,3,1052
27048658,Diana Garcia Gomez,Prensa,4,1607
38231733,Cristian Garcia Herrera,Prensa,4,0851
91739782,Tomas Castillo Martin,General B,1,1254
11459511,Manuel Herrera Lopez,Staff,3,0903
54123973,Valeria Soto Lopez,General B,1,1725
21395940,Miguel Romero Rojas,Staff,3,1915
20534357,Nicolas Solis Perez,Discapacitado,2,1208
79018521,Juana Soto Diaz,Prensa,4,1316
72901649,Martin Sanchez Moreno,Platino,4,0842
74726138,Carla Quispe Ruiz,Prensa,4,1241
50078244,Alejandro Solis Rojas,VIP,5,1605
79152936,Monica Castro Moreno,Discapacitado,2,1817
82000352,Javier Romero Ruiz,Staff,3,2201
98088442,Sofia Quispe Gomez,Prensa,4,1029
47426996,Tomas Vargas Gomez,General B,1,1328
11803163,Rosa Moreno Rodriguez,VIP,5,2226
26204753,Hector Solis Perez,VIP,5,2116
29974367,Isabel Fernandez Rojas,VIP,5,0927
64383600,Sandra Castillo Sanchez,General B,1,2045
76527551,Catalina Navarro Martin,General B,1,1536
29557452,Javiera Romero Medina,Staff,3,1543
44595819,Jorge Martin Navarro,VIP,5,1833
50006056,Marco Diaz Gonzales,General B,1,0823
38763264,Juana Solis Castro,Prensa,4,1824
46465600,Alejandra Herrera Martinez,Platino,4,1340
94464193,Manuela Gomez Ruiz,VIP,5,1501
26272857,Maria Rodriguez Garcia,VIP,5,0845
15642277,Daniela Romero Solis,General B,1,1132
61299827,Eduardo Flores Garcia,General A,2,1433
49243575,Juana Rios Acosta,Staff,3,1658
45755817,Paola Castillo Jimenez,Staff,3,1743
28852085,Daniel Lopez Perez,Staff,3,1232
47038247,Oscar Soto Solis,VIP,5,2242
37358484,Sebastian Perez Flores,Staff,3,0936
96621287,Roberto Herrera Jimenez,VIP,5,1033
12882027,Paulina Alvarez Ruiz,VIP,5,0959
80171180,Carla Acosta Flores,General B,1,1921
70245763,Diana Castillo Herrera,Prensa,4,2023
65217370,Rosa Romero Martinez,Platino,4,1537
32897671,Carolina Martin Herrera,Discapacitado,2,1446
64833221,Camila Flores Navarro,VIP,5,1656
88445380,Fernando Perez Flores,VIP,5,1536
15059693,Victor Castillo Perez,Platino,4,2214
52880007,Eduardo Flores Romero,Platino,4,2158
58483752,Samuel Medina Vargas,VIP,5,1638
40046192,Claudia Perez Romero,Discapacitado,2,1032
93913775,Josefa Garcia Acosta,Staff,3,1441
45461538,Isabel Alvarez Garcia,General B,1,2012
84833930,Pablo Jimenez Martinez,Discapacitado,2,1819
20807068,Margarita Solis Castro,Platino,4,1440
40217695,Mario Garcia Lopez,General B,1,1601
13679520,Miguel Rojas Martinez,General A,2,1506
25072400,Angel Moreno Diaz,General B,1,0931
42207710,Fernando Herrera Martin,VIP,5,1757
74923663,Andres Flores Martinez,Staff,3,1406
81107328,Andres Alvarez Lopez,Platino,4,1907
85423055,Ivan Alvarez Solis,General B,1,1401
72742557,Diego Solis Ruiz,General B,1,2140
83131199,Fernanda Torres Flores,General B,1,1411
19532641,Andres Rios Jimenez,Discapacitado,2,0851
58889225,Mario Vargas Flores,VIP,5,1046
31392273,Fabiana Moreno Garcia,Staff,3,1158
40337096,Estefania Rodriguez Diaz,Prensa,4,1633
27591849,Jimena Ruiz Perez,Platino,4,1635
76812545,Juan Herrera Medina,VIP,5,1106
89290700,Javiera Gonzales Gomez,Platino,4,1735
63904178,Sandra Solis Diaz,Prensa,4,0953
88066211,Francisco Rojas Diaz,Staff,3,1347
11403625,Leonardo Garcia Rodriguez,Platino,4,1236
53689983,Luisa Alvarez Navarro,Prensa,4,1349
46064878,Marcela Vargas Gonzales,Staff,3,1521
66568728,Fernando Garcia Ruiz,General B,1,1152
72295921,Juana Torres Jimenez,Staff,3,2054
53236382,Emilio Castro Jimenez,VIP,5,1257
31487736,Laura Herrera Quispe,General B,1,1243
53050120,Pedro Perez Herrera,Prensa,4,1927
44161758,Monica Castillo Diaz,General A,2,1657
39927612,Clara Navarro Flores,Prensa,4,1042
66707940,Carolina Vargas Moreno,Discapacitado,2,2107
67739963,Valentina Rodriguez Vargas,Prensa,4,1042
30417366,Samuel Herrera Jimenez,Staff,3,2011
73534329,Diego Herrera Jimenez,General B,1,1820
65881174,Clara Martinez Flores,Staff,3,1510
77301035,Pilar Rodriguez Lopez,Staff,3,1658
54818012,Manuel Castillo Fernandez,Prensa,4,0949
64970771,Rafael Medina Fernandez,Platino,4,2252
12414665,Rodrigo Flores Romero,Discapacitado,2,0824
76574957,Marcela Herrera Lopez,Prensa,4,1455
72500835,Patricia Alvarez Ruiz,Discapacitado,2,0808
87291899,Camila Solis Rojas,General B,1,1341
72085849,Sandra Herrera Quispe,Platino,4,1413
95272833,Valeria Ruiz Garcia,Discapacitado,2,1722
38325716,Ivan Romero Lopez,General A,2,2128
61013487,Esteban Romero Solis,General A,2,1045
68787334,Carolina Sanchez Solis,Platino,4,1736
77154768,Carla Jimenez Soto,Discapacitado,2,1148
78643439,Natalia Medina Soto,Prensa,4,1125
37675491,Mariana Garcia Lopez,General B,1,1947
32626033,Santiago Herrera Torres,Prensa,4,1500
78734254,Mariana Vargas Fernandez,Prensa,4,2007
74506442,Manuel Gonzales Romero,Staff,3,1522
76258104,Josefa Rojas Gomez,Staff,3,1439
60015379,Alicia Rios Gomez,General A,2,0801
58771570,Daniel Martinez Romero,VIP,5,1906
16857988,Fernanda Soto Mamani,Discapacitado,2,1222
40474923,Alicia Navarro Quispe,Prensa,4,1319
51752114,Felipe Soto Martin,VIP,5,1931
57566697,Cecilia Gonzales Alvarez,General B,1,2020
80358850,Alejandra Flores Soto,General A,2,1001
98459831,Diego Gomez Medina,Prensa,4,1255
92717813,Javier Medina Moreno,Staff,3,1029
87050933,Paulina Herrera Rios,General B,1,1840
78336962,Clara Ruiz Martin,VIP,5,1647
73527934,Oscar Ruiz Martinez,Platino,4,1524
43038380,Lucia Alvarez Martinez,General B,1,1813
17725986,Jorge Rios Martinez,General A,2,0924
98069120,Cristian Navarro Martinez,Staff,3,1824
74450908,Jimena Vargas Medina,General A,2,1735
54446838,Patricia Lopez Alvarez,Prensa,4,1232
54000334,Maria Gomez Navarro,Discapacitado,2,1256
76446033,Jimena Martinez Moreno,Staff,3,1149
93395982,Maria Diaz Gonzales,Discapacitado,2,2228
77379839,Sofia Gonzales Lopez,General A,2,1548
70265443,Claudia Medina Moreno,VIP,5,1823
56118186,Felipe Quispe Romero,Staff,3,2047
76057843,Angel Diaz Gomez,General B,1,1519
34879129,Oscar Perez Mamani,General B,1,1322
98659337,Marcela Solis Ruiz,Prensa,4,1112
47369213,Fernando Soto Solis,Platino,4,2148
93330160,Natalia Gomez Rios,Discapacitado,2,1255
53117580,Mario Ruiz Alvarez,Discapacitado,2,1511
22129912,Mario Solis Soto,Discapacitado,2,1208
70747325,Clara Herrera Mamani,Discapacitado,2,1348
46702941,Alejandra Sanchez Navarro,General A,2,1442
44002941,Manuela Mamani Diaz,Discapacitado,2,1922
27513271,Andres Rodriguez Flores,Staff,3,1130
32181036,Hector Alvarez Soto,General A,2,1550
47257611,Andrea Flores Martinez,Platino,4,1437
81339453,Guillermo Jimenez Vargas,Discapacitado,2,2249
21161971,Catalina Soto Rodriguez,VIP,5,1938
42205202,Francisco Romero Ruiz,VIP,5,1659
87000415,David Perez Flores,General B,1,0802
66557335,Lucia Rojas Alvarez,General B,1,0921
